index,text,label
47602,"Caught a bad cold, requesting a sick leave.",1
47603,Taking leave to handle urgent household work.,0
47604,I have a family function to attend.,0
47605,Requesting leave for personal work.,0
47606,Doctor advised me to take rest due to illness.,1
47607,Requesting leave for personal work.,0
47608,Doctor advised me to take rest due to illness.,1
47609,Taking leave to handle urgent household work.,0
47610,I have a family function to attend.,0
47611,I have an appointment and need to take a leave.,0
47612,Requesting leave for personal work.,0
47613,I have a family function to attend.,0
47614,I am feeling unwell and need a sick leave.,1
47615,I am feeling unwell and need a sick leave.,1
47616,I am suffering from fever and can't attend work.,1
47617,I have an appointment and need to take a leave.,0
47618,I have an appointment and need to take a leave.,0
47619,"Caught a bad cold, requesting a sick leave.",1
47620,"Not feeling well, taking a day off.",1
47621,I am feeling unwell and need a sick leave.,1
47622,Need a leave for travel purposes.,0
47623,Requesting leave for personal work.,0
47624,I am suffering from fever and can't attend work.,1
47625,I am suffering from fever and can't attend work.,1
47626,I have a family function to attend.,0
47627,I have a family function to attend.,0
47628,"Caught a bad cold, requesting a sick leave.",1
47629,Taking leave to handle urgent household work.,0
47630,Need a leave for travel purposes.,0
47631,Need a leave for travel purposes.,0
47632,Requesting leave for personal work.,0
47633,"Not feeling well, taking a day off.",1
47634,Need a leave for travel purposes.,0
47635,Need a leave for travel purposes.,0
47636,I have a family function to attend.,0
47637,Taking leave to handle urgent household work.,0
47638,I am suffering from fever and can't attend work.,1
47639,Taking leave to handle urgent household work.,0
47640,"Caught a bad cold, requesting a sick leave.",1
47641,I am suffering from fever and can't attend work.,1
47642,"Not feeling well, taking a day off.",1
47643,"Not feeling well, taking a day off.",1
47644,I am suffering from fever and can't attend work.,1
47645,I am feeling unwell and need a sick leave.,1
47646,"Not feeling well, taking a day off.",1
47647,Requesting leave for personal work.,0
47648,"Not feeling well, taking a day off.",1
47649,"Not feeling well, taking a day off.",1
47650,I am feeling unwell and need a sick leave.,1
47651,I am feeling unwell and need a sick leave.,1
47652,Need a leave for travel purposes.,0
47653,I have a family function to attend.,0
47654,Taking leave to handle urgent household work.,0
47655,I have an appointment and need to take a leave.,0
47656,Requesting leave for personal work.,0
47657,I am feeling unwell and need a sick leave.,1
47658,I am suffering from fever and can't attend work.,1
47659,I am feeling unwell and need a sick leave.,1
47660,I am feeling unwell and need a sick leave.,1
47661,Taking leave to handle urgent household work.,0
47662,Taking leave to handle urgent household work.,0
47663,Taking leave to handle urgent household work.,0
47664,Doctor advised me to take rest due to illness.,1
47665,Need a leave for travel purposes.,0
47666,Requesting leave for personal work.,0
47667,"Caught a bad cold, requesting a sick leave.",1
47668,"Not feeling well, taking a day off.",1
47669,Need a leave for travel purposes.,0
47670,Doctor advised me to take rest due to illness.,1
47671,Doctor advised me to take rest due to illness.,1
47672,Taking leave to handle urgent household work.,0
47673,Need a leave for travel purposes.,0
47674,Doctor advised me to take rest due to illness.,1
47675,I am feeling unwell and need a sick leave.,1
47676,"Not feeling well, taking a day off.",1
47677,Requesting leave for personal work.,0
47678,Taking leave to handle urgent household work.,0
47679,I am suffering from fever and can't attend work.,1
47680,Doctor advised me to take rest due to illness.,1
47681,Taking leave to handle urgent household work.,0
47682,"Not feeling well, taking a day off.",1
47683,I am suffering from fever and can't attend work.,1
47684,I am suffering from fever and can't attend work.,1
47685,I am suffering from fever and can't attend work.,1
47686,Doctor advised me to take rest due to illness.,1
47687,I have an appointment and need to take a leave.,0
47688,Taking leave to handle urgent household work.,0
47689,Need a leave for travel purposes.,0
47690,Taking leave to handle urgent household work.,0
47691,Need a leave for travel purposes.,0
47692,Taking leave to handle urgent household work.,0
47693,Doctor advised me to take rest due to illness.,1
47694,"Not feeling well, taking a day off.",1
47695,Doctor advised me to take rest due to illness.,1
47696,"Caught a bad cold, requesting a sick leave.",1
47697,I am feeling unwell and need a sick leave.,1
47698,Taking leave to handle urgent household work.,0
47699,I am suffering from fever and can't attend work.,1
47700,Requesting leave for personal work.,0
47701,I am feeling unwell and need a sick leave.,1
47702,I am feeling unwell and need a sick leave.,1
47703,"Not feeling well, taking a day off.",1
47704,I have an appointment and need to take a leave.,0
47705,Requesting leave for personal work.,0
47706,I am feeling unwell and need a sick leave.,1
47707,Need a leave for travel purposes.,0
47708,Doctor advised me to take rest due to illness.,1
47709,I have an appointment and need to take a leave.,0
47710,"Not feeling well, taking a day off.",1
47711,"Not feeling well, taking a day off.",1
47712,Doctor advised me to take rest due to illness.,1
47713,I am feeling unwell and need a sick leave.,1
47714,I am suffering from fever and can't attend work.,1
47715,Taking leave to handle urgent household work.,0
47716,I have an appointment and need to take a leave.,0
47717,Taking leave to handle urgent household work.,0
47718,I am suffering from fever and can't attend work.,1
47719,"Caught a bad cold, requesting a sick leave.",1
47720,"Not feeling well, taking a day off.",1
47721,I have a family function to attend.,0
47722,"Not feeling well, taking a day off.",1
47723,"Not feeling well, taking a day off.",1
47724,I have an appointment and need to take a leave.,0
47725,Doctor advised me to take rest due to illness.,1
47726,Requesting leave for personal work.,0
47727,"Not feeling well, taking a day off.",1
47728,Need a leave for travel purposes.,0
47729,Need a leave for travel purposes.,0
47730,Doctor advised me to take rest due to illness.,1
47731,I have a family function to attend.,0
47732,I have a family function to attend.,0
47733,I have an appointment and need to take a leave.,0
47734,"Caught a bad cold, requesting a sick leave.",1
47735,"Not feeling well, taking a day off.",1
47736,I am suffering from fever and can't attend work.,1
47737,Doctor advised me to take rest due to illness.,1
47738,Requesting leave for personal work.,0
47739,Requesting leave for personal work.,0
47740,Taking leave to handle urgent household work.,0
47741,Need a leave for travel purposes.,0
47742,I have an appointment and need to take a leave.,0
47743,Taking leave to handle urgent household work.,0
47744,I am feeling unwell and need a sick leave.,1
47745,I have an appointment and need to take a leave.,0
47746,I am feeling unwell and need a sick leave.,1
47747,Requesting leave for personal work.,0
47748,Taking leave to handle urgent household work.,0
47749,I have an appointment and need to take a leave.,0
47750,I have a family function to attend.,0
47751,"Not feeling well, taking a day off.",1
47752,I have an appointment and need to take a leave.,0
47753,Need a leave for travel purposes.,0
47754,Requesting leave for personal work.,0
47755,Requesting leave for personal work.,0
47756,I have an appointment and need to take a leave.,0
47757,Doctor advised me to take rest due to illness.,1
47758,Doctor advised me to take rest due to illness.,1
47759,Need a leave for travel purposes.,0
47760,I have an appointment and need to take a leave.,0
47761,"Caught a bad cold, requesting a sick leave.",1
47762,Doctor advised me to take rest due to illness.,1
47763,I have an appointment and need to take a leave.,0
47764,Requesting leave for personal work.,0
47765,Taking leave to handle urgent household work.,0
47766,I am suffering from fever and can't attend work.,1
47767,I am feeling unwell and need a sick leave.,1
47768,Taking leave to handle urgent household work.,0
47769,"Not feeling well, taking a day off.",1
47770,Need a leave for travel purposes.,0
47771,Requesting leave for personal work.,0
47772,Need a leave for travel purposes.,0
47773,"Caught a bad cold, requesting a sick leave.",1
47774,I am feeling unwell and need a sick leave.,1
47775,"Caught a bad cold, requesting a sick leave.",1
47776,I have an appointment and need to take a leave.,0
47777,Need a leave for travel purposes.,0
47778,"Caught a bad cold, requesting a sick leave.",1
47779,I am feeling unwell and need a sick leave.,1
47780,"Not feeling well, taking a day off.",1
47781,Taking leave to handle urgent household work.,0
47782,I am suffering from fever and can't attend work.,1
47783,I am suffering from fever and can't attend work.,1
47784,Doctor advised me to take rest due to illness.,1
47785,"Caught a bad cold, requesting a sick leave.",1
47786,I have an appointment and need to take a leave.,0
47787,I am suffering from fever and can't attend work.,1
47788,"Caught a bad cold, requesting a sick leave.",1
47789,I am suffering from fever and can't attend work.,1
47790,Requesting leave for personal work.,0
47791,Taking leave to handle urgent household work.,0
47792,Requesting leave for personal work.,0
47793,"Caught a bad cold, requesting a sick leave.",1
